"stage"	"gender"	"ethnicity"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"White"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Latino"
"Undergrad"	"Female"	"Arab"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	"Other"
"Undergrad"	"Female"	
"Undergrad"	"Female"	
"Undergrad"	"Female"	
"Undergrad"	"Female"	
"Undergrad"	"Female"	
"Undergrad"	"Male"	"Black"
"Undergrad"	"Male"	"Black"
"Undergrad"	"Male"	"Black"
"Undergrad"	"Male"	"Native American"
"Undergrad"	"Male"	"Asian"
"Undergrad"	"Male"	"Asian"
"Undergrad"	"Male"	"Asian"
"Undergrad"	"Male"	"Asian"
"Undergrad"	"Male"	"Asian"
"Undergrad"	"Male"	"Asian"
"Undergrad"	"Male"	"Asian"
"Undergrad"	"Male"	"Asian"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"White"
"Undergrad"	"Male"	"Latino"
"Undergrad"	"Male"	"Latino"
"Undergrad"	"Male"	"Latino"
"Undergrad"	"Male"	"Latino"
"Undergrad"	"Male"	"Latino"
"Undergrad"	"Male"	"Latino"
"Undergrad"	"Male"	"Latino"
"Undergrad"	"Male"	"Arab"
"Undergrad"	"Male"	"Other"
"Undergrad"	"Male"	"Other"
"Undergrad"	"Male"	"Other"
"Undergrad"	"Male"	"Other"
"Undergrad"	"Male"	"Other"
"Undergrad"	"Male"	"Other"
"Undergrad"	"Male"	"Other"
"Undergrad"	"Male"	
"Undergrad"		"Black"
"Undergrad"		"Black"
"Undergrad"		"Asian"
"Undergrad"		"Asian"
"Undergrad"		"Asian"
"Undergrad"		"Asian"
"Undergrad"		"White"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"		"Other"
"Undergrad"	"Transgender"	"Black"
"Undergrad"	"Transgender"	"White"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Black"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Native American"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"Asian"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
"Grad"	"Female"	"White"
